Date,Close,High,Low,Open,Volume,Retorno_Diario,Ticker,DiasParaEleicaoBR,DiasParaEleicaoUSA,Petroleo_Brent,Petroleo_WTI,Alvo
2015-01-02,8.424699783325195,8.668749815424734,8.347500363111076,8.529292514687462,23517344,,ITUB4.SA,1395,676,56.41999816894531,52.689998626708984,1.0
2015-01-05,8.467040061950684,8.554200554444696,8.22797041740536,8.292718100199398,26662189,0.0050257314461568114,ITUB4.SA,1392,673,53.11000061035156,50.040000915527344,1.0
2015-01-06,8.604009628295898,8.604009628295898,8.374900937198122,8.467042953773985,31413078,0.016176794410213136,ITUB4.SA,1391,672,51.099998474121094,47.93000030517578,1.0
2015-01-07,8.915294647216797,9.049771510617456,8.716071075281322,8.716071075281322,26740949,0.03617906445585306,ITUB4.SA,1390,671,51.150001525878906,48.650001525878906,1.0
2015-01-08,9.054754257202148,9.08961885484195,8.770859889106314,8.965103969613931,24249626,0.015642737060730605,ITUB4.SA,1389,670,50.959999084472656,48.790000915527344,1.0
2015-01-09,8.658795356750488,9.002457867653563,8.63389179494652,8.977554305849594,19333403,-0.043729392229139186,ITUB4.SA,1388,669,50.11000061035156,48.36000061035156,1.0
2015-01-12,8.44961166381836,8.698642454877128,8.437159880074493,8.616462440342291,23066377,-0.024158521400906796,ITUB4.SA,1385,666,47.43000030517578,46.06999969482422,1.0
2015-01-13,8.43964672088623,8.663774843413426,8.43964672088623,8.519336937065537,28972137,-0.0011793373859770862,ITUB4.SA,1384,665,46.59000015258789,45.88999938964844,1.0
2015-01-14,8.496930122375488,8.623935822533484,8.342531074213378,8.367434650633877,25515543,0.006787416983639272,ITUB4.SA,1383,664,48.689998626708984,48.47999954223633,1.0
2015-01-15,8.422215461730957,8.755915924542856,8.41972471512366,8.516847227830862,27801637,-0.008793135822993348,ITUB4.SA,1382,663,47.66999816894531,46.25,1.0
2015-01-16,8.551715850830078,8.59654150190409,8.367433703930189,8.444633219276778,29126984,0.01537604798731973,ITUB4.SA,1381,662,47.689998626708984,48.689998626708984,1.0
2015-01-19,8.242916107177734,8.599030495025913,8.205561731160888,8.494437656120494,17386819,-0.03610968243552781,ITUB4.SA,1378,659,47.689998626708984,48.689998626708984,1.0
2015-01-20,8.270303726196289,8.409761073866726,8.20804680148385,8.37987700766482,18983816,0.0033225643282608353,ITUB4.SA,1377,658,47.9900016784668,46.38999938964844,1.0
2015-01-21,8.514358520507812,8.574125709000723,8.26034723684024,8.392333396318135,29473281,0.029509774053215976,ITUB4.SA,1376,657,49.029998779296875,47.779998779296875,1.0
2015-01-22,8.556693077087402,8.716072547616436,8.509376701558862,8.613969509617398,28294761,0.004972136946972849,ITUB4.SA,1375,656,48.52000045776367,46.310001373291016,1.0
2015-01-23,8.474515914916992,8.716076464468303,8.39482663222324,8.613973380585932,23406093,-0.009603845951943635,ITUB4.SA,1374,655,48.790000915527344,45.59000015258789,1.0
2015-01-26,8.574129104614258,8.591561411654162,8.36992389327996,8.434672601823028,20255902,0.01175444009986748,ITUB4.SA,1371,652,48.15999984741211,45.150001525878906,1.0
2015-01-27,8.541752815246582,8.608991276138932,8.357469734663516,8.541752815246582,26231374,-0.003776044070791018,ITUB4.SA,1370,651,49.599998474121094,46.22999954223633,1.0
2015-01-28,8.367432594299316,8.621442955427051,8.364941846563756,8.442141351672682,23732443,-0.020408015160086723,ITUB4.SA,1369,650,48.470001220703125,44.45000076293945,1.0
2015-01-29,8.310151100158691,8.477001813932755,8.170693714260716,8.442137223267427,24349156,-0.006845767025317917,ITUB4.SA,1368,649,49.130001068115234,44.529998779296875,1.0
2015-01-30,8.19311237335205,8.237938028553218,8.086029731939519,8.148286718150885,38279998,-0.014083826562961699,ITUB4.SA,1367,648,52.9900016784668,48.2400016784668,1.0
2015-02-02,8.301480293273926,8.316429627640149,8.134554040053168,8.276566364677581,24041519,0.013226709824503358,ITUB4.SA,1364,645,54.75,49.56999969482422,1.0
2015-02-03,8.533187866210938,8.637828365363411,8.490833680928146,8.59298327476278,37346806,0.02791159705874957,ITUB4.SA,1363,644,57.90999984741211,53.04999923706055,1.0
2015-02-04,8.847108840942383,8.899428593043936,8.470901093397366,8.525712727603121,51065223,0.03678824135285774,ITUB4.SA,1362,643,54.15999984741211,48.45000076293945,1.0
2015-02-05,8.772368431091309,8.914380357829987,8.720048659012443,8.807248930616579,39529875,-0.008448003884070299,ITUB4.SA,1361,642,56.56999969482422,50.47999954223633,1.0
