DiasParaEleicaoBR,DiasParaEleicaoUSA,Selic_Delta_21d,Fed_Delta_63d,Selic_Delta_63d,Spread_BR_US,Spread_BR_US_Delta_21d,MACD_Signal,WTI_Retorno_63d_lag3,Classe
0.052024864,0.2039829,-0.009709115,0.04483452,-0.0068973904,0.054166023,-0.024118211,0.13171296,0.18308347,Venda
0.06450036,0.16354471,0.00043653417,-0.0003723164,0.011569048,0.02305214,-0.11420089,0.008814596,0.22808391,Venda
0.021165956,0.15328991,-0.00067841966,0.0045104744,0.015262692,0.028483639,-0.12781283,-0.033388812,0.15338217,Venda
-0.13852307,0.14647108,0.00076243654,0.009333371,0.014214203,0.028529812,-0.12624313,-0.029789742,-0.117788695,Venda
-0.097683795,0.15051678,-0.00022832687,-0.002231481,0.014293319,0.025584862,-0.13043013,-0.044849727,0.103115894,Venda
-0.19587219,0.15326835,0.00070768816,0.00058725086,0.016955465,0.029070288,-0.12429891,-0.029830813,-0.08877589,Venda
-0.036300853,0.15457274,0.0012637654,0.0016801129,0.017151123,0.02580121,-0.13295582,-0.043469016,0.15054159,Venda
-0.045482777,0.16017565,-0.00019824489,-0.0025945534,0.014416332,0.022905277,-0.12008931,-0.022506993,0.14018795,Venda
0.01618013,0.18290488,-0.0017822405,0.0003670634,0.013362353,0.022401135,-0.10597494,-0.0032826988,0.17021944,Venda
0.004852428,0.17525518,-0.0014417458,0.0073362086,0.018369649,0.020609526,-0.101676494,-0.0033513084,0.21155506,Venda
-0.11278033,0.16277273,-0.0030402774,0.0020054814,0.018214796,0.021959469,-0.12766668,-0.051591378,0.08952319,Venda
-0.115376174,0.16061059,-0.0036820131,0.0004819262,0.016477875,0.024596993,-0.1299017,-0.07213347,0.07492986,Venda
-0.11475528,0.16224815,-0.0038105152,0.012511239,0.017708438,0.021457307,-0.12798145,-0.053385418,0.07047324,Venda
-0.0004529024,0.18179975,-0.004085148,-0.0074651027,0.012674078,-0.00027142244,-0.088875115,0.008904049,0.20253953,Venda
-0.057799388,0.081411436,-0.0066890814,-0.03354395,0.0041052517,-0.007129257,0.029903462,0.39359534,0.14211056,Venda
-0.3557755,0.026556838,-0.013656074,-0.07906842,-0.0020026385,-0.061331246,0.033310235,-0.41511714,-0.08859465,Venda
-0.32898217,0.13928007,0.00022778433,-0.13747697,0.009721721,-0.06315336,0.040700983,-0.3936387,-0.12669472,Venda
-0.26195195,0.23619914,0.007650842,-0.09749627,0.025114508,-0.053816527,0.05524647,-0.21313691,-0.01565925,Venda
-0.33922178,0.24079359,0.0053490754,-0.07333464,0.021801336,-0.030577775,0.10832739,-0.42862895,0.033362523,Venda
-0.43123096,0.22706892,0.0059447526,-0.075310275,0.008490761,-0.01460641,0.11283492,-0.65899247,0.2919553,Venda
-0.38142845,0.20008455,0.00164228,-0.05735329,5.2088326e-05,0.011728222,0.023523336,-0.6712296,-0.011233233,Venda
-0.43041825,0.18531494,0.000149018,-0.026225073,0.0025876916,0.007621469,0.06481748,-0.59976214,0.00019892745,Venda
-0.40571895,0.26968127,-0.013189444,0.015045104,-0.034031887,0.071078025,-0.06381376,-0.7143766,0.06820967,Venda
-0.37524703,0.26692453,-0.012731355,0.026693802,-0.033103183,0.07414753,-0.06063914,-0.7135448,0.13598481,Venda
-0.3783714,0.27003738,-0.012741738,0.011933545,-0.03313602,0.066700794,-0.05548231,-0.7181407,0.14859083,Venda
-0.4215158,0.2647283,-0.013224921,0.01650867,-0.032388456,0.06713314,-0.06398875,-0.7083967,0.04197071,Venda
-0.5052141,0.23229979,-0.013097482,0.006219519,-0.035013035,0.07071683,-0.0648596,-0.66774666,0.03329777,Venda
-0.5605595,0.21278986,-0.013296134,-0.016219046,-0.033470143,0.06403422,-0.06872706,-0.66740936,0.03999116,Venda
-0.6046935,0.19661073,-0.012605559,-0.014935217,-0.031479757,0.056964327,-0.06965206,-0.6870859,-0.034724485,Venda
-0.56031615,0.20902887,-0.011835894,-0.028750874,-0.03174523,0.054709204,-0.054457914,-0.73925203,0.24156478,Venda
-0.50894076,0.16281259,-0.00017928735,-0.019927124,0.0034308946,0.007813526,0.1227393,-0.62947476,-0.028098369,Venda
-0.5040719,0.1697795,-0.00040120436,-0.028552305,0.0040568775,0.011038816,0.112032376,-0.5924555,0.007877537,Venda
-0.4592759,0.17829716,-0.00022153788,-0.0050147707,0.00394478,0.012241636,0.10333528,-0.57952666,0.087110035,Venda
-0.44579905,0.17537217,0.00014201096,-0.012375889,0.0014730504,0.012309556,0.08835485,-0.55641145,0.140655,Venda
-0.51262367,0.15799512,0.0014436864,-0.034009386,-0.0004598082,0.006478433,0.093742564,-0.5385955,0.09296794,Venda
-0.46941853,0.18122183,0.0018964962,-0.031837318,-0.008249176,0.0017134484,0.13260996,-0.6333906,0.14369981,Venda
-0.38249812,0.24133106,0.004317619,-0.058824003,0.023555694,-0.02713752,0.1484102,-0.5089736,0.30783185,Venda
-0.22919972,0.2147787,0.0059049507,-0.022907069,0.019847866,-0.052952062,0.07560782,-0.27999684,0.14857194,Venda
-0.46128154,-0.004086346,-0.009929013,-0.114099815,0.0038786503,-0.04114691,-0.006073585,-0.23841435,0.099057585,Venda
-0.43521714,0.031182399,-0.016901746,0.0024305547,0.017763164,-0.04342695,0.015277067,0.20670904,-0.09849794,Venda
-0.1655589,0.060912676,0.0020673287,-0.0726975,0.002189814,-0.012819903,-0.028300503,0.15876868,0.17817214,Venda
-0.21887015,0.08073862,-0.004452036,-0.03950123,0.0037292985,-0.014274064,-0.07291764,-0.012645171,0.1376219,Venda
-0.22163473,0.086894825,-0.0037584202,-0.018462416,0.0068235863,0.0073160585,-0.09577119,-0.054317042,0.1180871,Venda
-0.22740048,0.06888361,-0.0018138469,-0.018322468,0.007732929,0.018909575,-0.115565196,-0.06456949,0.16294403,Venda
-0.17196877,0.076947294,-0.0020843935,-0.027163142,0.007710706,0.01223324,-0.09169536,-0.00309867,0.21412227,Venda
-0.26588994,0.046356417,-0.0016442398,-0.039626043,0.0010802476,0.0061422717,-0.07063926,0.0050822436,0.034490798,Venda
-0.2623309,0.046978816,-0.00166068,-0.03981704,0.0011199494,0.0078505585,-0.0684165,-0.0014564409,0.025986372,Venda
-0.2623309,0.046978816,-0.00166068,-0.03981704,0.0011199494,0.0078505585,-0.0684165,-0.0014564409,0.025986372,Venda
-0.21170856,0.057241198,-0.001180022,-0.07142502,0.0022976052,0.009319536,-0.107052274,-0.0079956595,0.17160417,Venda
-0.283667,0.041334268,-0.0011755951,-0.049494456,0.0005763789,0.009200907,-0.08715743,-0.013677575,0.050246887,Venda
-0.2978652,0.027480979,-0.0023673866,-0.03220473,0.0031269896,0.0043966644,-0.07306632,0.00061984314,0.09821554,Venda
-0.26118192,0.058922015,-0.010360423,0.0011472073,-0.021383151,0.036366403,-0.03939268,0.14594057,0.115747094,Venda
-0.25050133,0.059899997,-0.010330985,0.0013599047,-0.021429725,0.03623264,-0.039651625,0.1457361,0.13005805,Venda
-0.22628465,0.056807652,-0.009837586,0.005334848,-0.018877696,0.034809545,-0.03942907,0.13450037,0.1690264,Venda
-0.22934839,0.056136042,-0.010709239,0.00013877789,-0.018811632,0.034103982,-0.03901619,0.1481446,0.17135204,Venda
-0.28623867,0.05798455,-0.01174996,0.0068915333,-0.018260151,0.042084977,-0.03550572,0.07721314,0.11436456,Venda
-0.3055331,0.0509887,-0.01200906,0.004283624,-0.020194355,0.038072564,-0.040176347,0.10700602,0.098169796,Venda
-0.24942127,0.058717255,-0.011799415,0.017492855,-0.01846974,0.03539152,-0.04003663,0.13200992,0.14879872,Venda
-0.22863968,0.07266322,-0.012313782,-0.0071121077,-0.02491069,0.014923915,-0.041007794,0.14236192,0.15656365,Venda
-0.20531322,0.06255452,-0.009756851,-0.058444425,-0.031137252,0.0043767393,-0.039342053,0.27366737,0.1973487,Venda
-0.2278531,0.017266555,-0.022182766,-0.025562193,-0.004533044,-0.037750375,-0.044789437,0.365526,0.11439272,Venda
-0.35321027,-0.02192154,-0.014428636,-0.077047385,-0.03632862,-0.018654179,-0.034938104,-0.26594162,-0.15755172,Venda
-0.39204916,0.040474806,0.00035743086,-0.0537453,0.017282404,-0.031818986,0.19991048,-0.36382258,0.18269266,Venda
-0.28049818,0.027543144,-0.005628935,-0.03553324,-0.013498975,0.0146152405,0.17634405,-0.7529233,0.16346188,Venda
-0.31287527,0.009633466,-0.008242521,-0.0212986,-0.0045098965,0.013980528,0.13119322,-0.66931224,0.12584902,Venda
-0.2605463,0.0126177985,-0.009097254,-0.028737722,-0.0009591,0.016284516,0.1415994,-0.69214267,0.059244968,Venda
-0.18963495,0.034158066,-0.004917366,-0.032777943,-0.003504297,0.032203723,0.13758808,-0.78517735,0.40996858,Venda
-0.29716346,-0.0028275067,-0.005257619,-0.023616808,-0.004600652,0.03635796,0.21527974,-0.7323939,-0.009909531,Venda
-0.29521924,0.056244746,-0.006567108,-0.009188272,0.0014197356,0.037236787,0.15746596,-0.77821285,0.008664996,Venda
-0.25912154,0.056506123,-0.0068438244,-0.020542022,0.001380097,0.03795434,0.15253267,-0.7364606,0.058210466,Venda
-0.2466824,0.0547752,-0.0060800645,-0.00783899,-0.001204139,0.029297683,0.15160267,-0.72522676,0.13329962,Venda
-0.18323596,0.057862237,-0.0055658836,-0.005809162,-0.0020145143,0.036557604,0.14070727,-0.72484195,0.19232179,Venda
-0.18323596,0.057862237,-0.0055658836,-0.005809162,-0.0020145143,0.036557604,0.14070727,-0.72484195,0.19232179,Venda
-0.24102679,0.06157362,-0.0062510404,-0.0020084505,-0.0016457601,0.036052927,0.15077235,-0.7131448,0.10322205,Venda
-0.19090058,0.064660415,-0.0054308316,0.0010998896,-0.0004896056,0.038125616,0.1472026,-0.71656185,0.23451905,Venda
-0.4355029,-0.049475547,-0.0059512495,0.038278524,-0.0033691102,0.03496968,0.16757031,-0.75814104,0.16072173,Venda
-0.43752655,-0.05349614,-0.005915739,0.03517071,-0.0014516565,0.032041203,0.16793929,-0.78467494,0.17123055,Venda
-0.40786564,-0.056828782,-0.005065133,0.038292464,-0.001842335,0.03374802,0.16434346,-0.79579157,0.20918527,Venda
-0.4896912,-0.06196136,-0.0039378437,0.016058115,-0.008407228,0.028183138,0.20867051,-0.7654036,0.20520905,Venda
-0.49760824,-0.07552522,-0.0065130778,0.029639844,-0.005198676,0.017371587,0.21312287,-0.75885487,0.1960784,Venda
-0.5043134,-0.08426678,-0.008130504,0.04819732,-0.006331075,0.021670265,0.16476154,-0.7413563,0.21553338,Venda
-0.16187665,-0.07052524,-0.005842704,-0.008302038,8.7190056e-05,0.05568355,0.16016848,-0.7936811,0.069467165,Venda
-0.1486914,-0.060249534,-0.0033637064,-0.0029403402,0.0013295924,0.07499044,0.22032957,-0.8620242,0.09564372,Venda
-0.19262919,-0.055478383,-0.013275209,-0.041013867,-0.036178697,0.08511446,-0.08074123,-1.0210146,0.1110881,Venda
-0.15129659,-0.038346816,-0.015351323,-0.037064802,-0.01552372,0.070110254,-0.08654242,-1.0019435,0.07595661,Venda
-0.025267724,-0.0005938167,-0.011311723,-0.047733337,-0.015424884,0.05327905,-0.049847525,-0.5968745,0.12560403,Venda
0.16914839,0.17858352,-0.009384625,-0.08208718,-0.009034477,0.02969042,-0.05416587,-0.053708255,0.08851424,Venda
0.14357108,0.12052511,-0.011941681,-0.1190263,-0.015534606,0.013833455,-0.06837511,-0.2238991,-0.004318789,Venda
-0.015662193,0.009870653,-0.013118768,-0.10990521,0.00089192705,-0.01666042,0.005261821,-0.14493035,0.047679108,Venda
-0.013885902,0.012743306,-0.01225025,-0.0765935,-0.008228321,0.0017777144,-0.0083674025,-0.14158316,-0.05238625,Venda
0.1356576,0.08075489,-0.011207782,-0.09164318,-0.0057507306,0.018579956,-0.02004498,-0.13010167,0.099171825,Venda
0.12734362,0.101399004,-0.009820669,-0.040216777,0.010510109,-0.003127462,-0.035012554,-0.15615427,-0.008761769,Venda
-0.22077939,-0.029151827,-0.012368171,-0.016695175,-0.042519707,0.07367932,-0.05505588,-1.0909394,0.11253739,Venda
-0.10756484,0.005924903,-0.016360862,0.06900437,-0.04514115,0.08850583,-0.045012217,-0.8707952,0.07919204,Venda
-0.12562604,-0.00043255178,-0.017574579,0.07200589,-0.04444461,0.088727646,-0.070429236,-0.93384504,-0.020752426,Venda
-0.12808654,6.6271794e-05,-0.017540613,0.04556227,-0.043725155,0.084247544,-0.06811858,-0.9719519,0.031986922,Venda
-0.16035235,-0.010566937,-0.0055859997,-0.0051316116,-0.002956387,-0.0029372068,0.16825068,-0.8527657,0.06019056,Venda
-0.14405671,-0.0041170837,-0.004757033,0.0061293123,0.003879399,0.00718108,0.1516575,-0.8735301,0.10340728,Venda
-0.14672515,-0.0078084986,-0.0051323534,0.007015203,0.0034768225,0.008476615,0.1544308,-0.8738929,0.10902989,Venda
-0.14358646,-0.0073550134,-0.004649202,-0.0070270384,0.006169444,-0.0006004023,0.15341815,-0.8820444,0.11387889,Venda
-0.15586752,-0.009975988,-0.005300942,-0.010685608,0.00795216,-0.010178408,0.16551574,-0.88425547,0.08828778,Venda
-0.14329688,-0.0076020183,-0.004891599,0.019378107,0.0025194485,0.005931679,0.15729924,-0.8554449,0.10026069,Venda
-0.14259988,-0.01003897,-0.0047837696,0.005106207,0.0047776317,-0.002239666,0.15739657,-0.8638269,0.10593635,Venda
-0.17405814,-0.009478966,-0.005073723,0.016839331,0.0042418507,-0.0011789483,0.15910555,-0.86573887,0.10432651,Venda
-0.17799687,-0.015886055,-0.0051282574,0.028902445,0.0042336653,0.004904297,0.17062446,-0.85134417,0.103061736,Venda
-0.19595176,-0.013871558,-0.0054043694,0.020763079,0.0044587227,0.019157656,0.16424473,-0.8608285,0.092176855,Venda
-0.31898558,-0.023043327,-0.0047452305,0.05642291,0.011607992,0.04542841,0.16160186,-0.85157496,0.06131975,Venda
-0.3353874,-0.060023673,-0.0050322744,0.06789354,0.02018258,0.05284878,0.14779085,-0.8456353,0.044442482,Venda
-0.3293217,-0.06547959,-0.008277853,0.056203235,0.012117113,0.05114468,0.14667869,-0.8793392,0.10889705,Venda
-0.26324442,-0.049615555,-0.009806778,0.055918418,-0.011367155,0.06176897,0.14091785,-0.8830818,0.09742928,Venda
-0.24137484,-0.04577483,-0.006780429,0.06763612,-0.010625326,0.06603259,0.13921614,-0.8660973,0.08456741,Venda
-0.27917215,-0.05869569,-0.008357495,0.06002565,0.010720256,0.05942377,0.14277685,-0.8644183,0.106599435,Venda
-0.15252529,-0.05948817,-0.007306629,0.058331557,0.016842159,0.056170683,0.14627558,-0.7795244,0.10955875,Venda
-0.06792018,-0.04193482,-0.004160463,0.062035233,0.00572122,0.06420624,0.14483522,-0.75676817,0.08319104,Venda
-0.06414557,-0.039323647,-0.0031319982,0.063297205,0.009464145,0.059636503,0.14950244,-0.74559,0.066288896,Venda
0.14809537,0.019315155,0.004079059,0.04489291,-0.023336478,0.056536622,0.1582624,-0.77163625,0.094708905,Venda
0.19759716,0.11707099,0.007802471,0.03649734,-0.02475525,0.06188966,0.16094528,-0.72783077,0.12077873,Venda
0.17655213,0.10758325,-0.0047064745,0.03122738,-0.058838822,0.11081205,-0.04022879,-0.8182594,0.061412442,Venda
0.17958263,0.11080288,-0.0053620157,0.029280465,-0.061583687,0.08840823,-0.043480232,-0.8183639,0.06049463,Venda
0.18012305,0.10582211,-0.00539619,0.02776329,-0.063216895,0.087551,-0.043007534,-0.82285684,0.061327796,Venda
0.17970231,0.110779025,-0.005361145,0.027863834,-0.061237708,0.088394426,-0.04280779,-0.82154024,0.066951245,Venda
0.18843898,0.14017367,-0.0055463803,0.028979845,-0.060120676,0.08809521,-0.04016619,-0.804813,0.055851668,Venda
0.21497393,0.1304311,-0.0049411426,0.025842117,-0.060437396,0.06609176,-0.04539569,-0.7918542,0.052671555,Venda
0.21217333,0.13288318,-0.004813393,0.024597112,-0.060872134,0.066576265,-0.042944662,-0.7893306,0.064333886,Venda
0.18698005,0.13428216,-0.005505105,0.026342629,-0.059706837,0.085851535,-0.04184948,-0.7805653,0.05085076,Venda
0.028971778,0.16269873,0.0030196162,0.029602315,-0.030891418,0.040586013,0.17086604,-0.70457786,0.061091557,Venda
0.051962156,0.1616813,0.0030025449,0.030718008,-0.033846766,-0.0017762702,0.17932782,-0.68203133,0.015737606,Venda
0.053719614,0.1635354,0.0027680616,0.027634494,-0.03279426,-0.0008374064,0.1779361,-0.6834739,0.055621564,Venda
0.053989064,0.16354188,0.0027808947,0.027999057,-0.03284318,-0.0013934037,0.1797033,-0.6833805,0.057473287,Venda
-0.015646815,0.16438602,0.00053503166,0.045972195,-0.03266574,0.043311015,0.17204739,-0.70458525,0.061747998,Venda
-0.014506161,0.07947823,-0.0004984987,0.056005727,-0.03473084,0.04259592,0.1820703,-0.748521,0.091689795,Venda
-0.0082723405,0.07375493,-0.0007934333,0.05256385,-0.038204852,0.0021783945,0.18278565,-0.7218369,0.09030177,Venda
0.014534846,0.074725844,-0.0008300554,0.044849616,-0.039895408,-0.00859442,0.1748716,-0.728476,0.07947936,Venda
0.031136451,0.07827438,-0.002074313,0.049667563,-0.040997785,-0.0061963443,0.18708108,-0.7140503,0.016614847,Venda
0.028983464,0.010592765,-0.0017165295,0.046756458,-0.041223917,-0.016913595,0.19815326,-0.7440641,0.081143044,Venda
0.029967925,0.017447345,-0.0018875053,0.05519949,-0.041916072,-0.0056547294,0.19755676,-0.73133767,0.047709823,Venda
0.028116612,0.010206576,-0.0020204098,0.05709751,-0.041710153,-0.0028514795,0.19920985,-0.72653335,0.06209223,Venda
0.029162332,0.0104669975,-0.0012271384,0.04972375,-0.04279585,-0.0063893055,0.19113824,-0.7389214,0.081084445,Venda
0.03832998,0.018496066,-0.00079041574,0.04622409,-0.04267031,-0.0056204335,0.19614612,-0.7322046,0.121796794,Venda
0.035520077,0.010846163,-0.0008045497,0.052183975,-0.04384082,0.0010885774,0.19655624,-0.7336074,0.07527458,Venda
0.031510465,0.008585951,-0.0011581538,0.053120293,-0.044179063,0.0019942562,0.20025584,-0.7307541,0.07747343,Venda
0.026865214,0.0074266735,-0.0009770383,0.049158547,-0.0415048,0.043326344,0.19167504,-0.7705807,0.08289028,Venda
0.039730452,0.016244346,-0.00023957783,0.043709654,-0.04196047,0.044145346,0.19436355,-0.7704457,0.083222285,Venda
0.03449041,0.017604982,-0.00042530888,0.048847415,-0.044637762,0.0022508586,0.20213698,-0.7298292,0.06655179,Venda
0.033617284,0.017966779,-0.0009358602,0.043166764,-0.0435879,0.015120984,0.19510303,-0.73804474,0.06274323,Venda
0.052505385,0.02861323,-0.00091123197,0.036089994,-0.04392862,-0.0039261077,0.20237678,-0.7272516,0.053844593,Venda
0.018558599,-0.00809423,-0.012697761,0.027659541,-0.07475398,0.048312403,-0.06588283,-0.85123974,0.014682874,Venda
0.054718543,0.0045927223,-0.01290652,0.03616159,-0.07118283,0.06405751,-0.05827756,-0.836636,0.005319071,Venda
0.055018067,0.0041456204,-0.0129214935,0.036182404,-0.07119727,0.064061604,-0.058383044,-0.83650696,0.0021284577,Venda
0.054718543,0.0045927223,-0.01290652,0.03616159,-0.07118283,0.06405751,-0.05827756,-0.836636,0.005319071,Venda
0.046603326,-0.0015157723,-0.012537867,0.038986836,-0.07250042,0.061892506,-0.050738454,-0.84777117,0.032562457,Venda
0.037030023,-0.009383055,-0.012695527,0.05012567,-0.072926305,0.06966505,-0.05123062,-0.8406556,0.030304236,Venda
0.05251399,0.017608052,-0.0128561165,0.042446297,-0.06734193,0.06626086,-0.055206746,-0.8380703,0.027498515,Venda
0.058170687,0.028128881,-0.01260464,0.036061686,-0.065432444,0.05813245,-0.056315295,-0.84084594,0.07352604,Venda
0.058572896,0.04647546,-0.013785831,0.017020378,-0.070351586,0.06246169,-0.118448325,-0.842877,-0.0017614677,Venda
0.048036784,0.020926515,-0.013021104,0.031516597,-0.06429949,0.09785352,-0.04614197,-0.8601813,0.045711495,Venda
0.02436973,0.041534055,-0.01148642,0.026676945,-0.0594192,0.11118509,-0.09467363,-0.88539743,0.07473307,Venda
0.032531112,0.0410619,-0.01249788,0.033032075,-0.056660987,0.117173284,-0.09130994,-0.87395364,0.022874955,Venda
0.024488287,0.033764113,-0.012915796,0.0314638,-0.060517017,0.12094295,-0.08521113,-0.87934226,0.08092124,Venda
0.040343683,0.058074556,-0.013853655,0.033747707,-0.06580213,0.12063617,-0.09265777,-0.8446603,0.008417602,Venda
0.039551474,0.057206385,-0.014214669,0.03363824,-0.06580411,0.1210494,-0.09228834,-0.8446497,0.010457401,Venda
0.04095807,0.0711765,-0.013357968,0.020328702,-0.0724147,0.104802825,-0.10251025,-0.8464845,0.0533036,Venda
0.03874493,0.071801744,-0.013359639,0.021788763,-0.071379684,0.10551007,-0.10021087,-0.85098726,0.054187063,Venda
0.035890277,0.07098704,-0.013982327,0.023398029,-0.06556255,0.10663412,-0.09705544,-0.8504128,0.02834935,Venda
0.05983609,0.056016523,-0.01262375,0.05346842,-0.0681153,0.06628406,-0.05437655,-0.8322447,0.014227956,Venda
0.048360635,0.048495926,-0.012600711,0.05023051,-0.06977534,0.07309258,-0.04819564,-0.8263895,0.04653779,Venda
0.0796406,0.056969017,-0.0133150015,0.048749093,-0.06721407,0.08552662,-0.046921145,-0.83458084,0.050439917,Venda
0.079767846,0.05451423,-0.012363391,0.05703065,-0.066562414,0.074283876,-0.050159384,-0.835107,0.052425314,Venda
0.08855726,0.06521477,-0.012379172,0.053720146,-0.06588998,0.06894507,-0.050006945,-0.83812165,0.0646244,Venda
0.092423074,0.0857672,-0.013394324,0.009434728,-0.0704059,0.06924404,-0.12364799,-0.8284572,0.005636208,Venda
0.10431407,0.08076111,-0.012198489,0.036768958,-0.07278196,0.0649463,-0.058953606,-0.7976081,0.019838678,Venda
0.085003324,0.072538726,-0.011986685,0.049975853,-0.07491206,0.06605585,-0.061352763,-0.84382206,0.067703746,Venda
0.098323226,0.077047095,-0.01231858,0.03803358,-0.07483788,0.06727702,-0.06513497,-0.83431065,0.020347115,Venda
0.08602957,0.06745417,-0.012049604,0.052633137,-0.07481312,0.07143275,-0.061270893,-0.83250964,0.0443689,Venda
0.09120807,0.06669389,-0.0120699275,0.047846466,-0.07544398,0.06472216,-0.059270356,-0.84080946,0.050906103,Venda
0.08623619,0.07529391,-0.011327245,0.040677086,-0.06630632,0.056665238,0.0059276232,-0.8121778,0.07942234,Venda
0.09329166,0.08252936,-0.012091982,0.049951892,-0.07419213,0.066783614,-0.05006327,-0.8106518,0.06407875,Venda
0.10725874,0.09933304,-0.011672544,0.033618312,-0.058296278,0.061894562,0.012322044,-0.79654795,0.051696267,Venda
0.096144676,0.090014614,-0.011233449,0.046271175,-0.058965456,0.06473554,0.010402162,-0.79829866,0.06996325,Venda
0.062377654,0.082521275,-0.011868693,0.03973437,-0.059938375,0.059192345,0.007863292,-0.82364106,0.054069355,Venda
0.056069706,0.074655406,-0.011921561,0.038599007,-0.061567552,0.065425836,0.006472378,-0.8252931,0.0796449,Venda
0.05711869,0.08211446,-0.012472282,0.045020267,-0.05234577,0.10604223,0.006033101,-0.8615331,0.050208725,Venda
0.06438757,0.055895716,0.0007423219,0.039150037,-0.02704067,0.05214991,0.19476011,-0.7964611,0.09221731,Venda
-0.0009900825,0.037702303,-0.00010942534,0.038698137,-0.031557374,0.05160141,0.164268,-0.82466376,0.091224834,Venda
0.0018937871,0.036180083,-0.0031055836,0.034228142,-0.024729012,0.037983876,0.15964134,-0.77549005,0.02028964,Venda
-0.0071556927,0.03337747,-0.006793716,0.04002804,-0.03036665,0.03913834,0.13326737,-0.7975378,0.09107338,Venda
-0.0036001806,0.041348655,-0.0058759106,0.02845313,-0.033377793,0.038253188,0.10842056,-0.75458694,0.08553678,Venda
0.014491511,0.069469474,-0.1073853,-0.010186037,-0.068343766,-0.032630015,0.076477654,-0.94986016,0.03347045,Venda
0.07970099,0.060544115,-0.08462022,-0.06420496,-0.091853015,-0.043473005,-0.02031086,-0.39428964,0.07832974,Venda
0.15546213,0.16106763,-0.041406292,-0.034873232,-0.0777546,-0.05891422,0.0018399083,0.3237085,0.11773726,Venda
0.1768375,0.13334157,-0.06425431,-0.047273774,-0.08510642,-0.09489493,-0.15141898,-0.08706816,0.030823827,Venda
0.12808034,0.09760119,-0.069298744,0.00811025,-0.14039214,-0.08090279,-0.14792837,-0.24607663,0.024952197,Venda
0.12373942,0.076619335,-0.069250174,0.011755824,-0.14212765,-0.078264795,-0.16076751,-0.20974362,0.03940266,Venda
0.08388476,0.07001037,-0.06677351,0.026602782,-0.14347973,-0.07795965,-0.15898588,-0.22285116,0.049288686,Venda
0.08965015,0.057789385,-0.065016516,0.026585458,-0.13974479,-0.07801285,-0.15883094,-0.22115657,0.047200207,Venda
0.089178145,0.06178245,-0.065068066,0.032548707,-0.13936019,-0.0779574,-0.15773149,-0.21728729,0.049197596,Venda
0.09721862,0.067891054,-0.0642106,0.032195423,-0.13848987,-0.0752064,-0.15124366,-0.22519235,0.025073944,Venda
0.09673581,0.0108067375,-0.06256521,0.032376714,-0.13134976,-0.07246653,-0.1485892,-0.21770984,0.032996416,Venda
0.035603486,-0.0037472413,-0.056480795,0.036407813,-0.12316322,-0.08086347,-0.14693725,-0.17430599,0.06921758,Venda
0.035666082,0.0018887589,-0.05712096,0.036006097,-0.12237242,-0.07911829,-0.14733115,-0.16848628,0.079667404,Venda
0.037442032,0.003952949,-0.05756945,0.037129276,-0.1237969,-0.07096502,-0.15068603,-0.16713408,0.0726345,Venda
0.03502539,-0.0011872627,-0.057158057,0.03646128,-0.12482119,-0.079394825,-0.14773867,-0.1686428,0.059311494,Venda
0.034943227,-0.00069758814,-0.05707975,0.036805905,-0.122039646,-0.07909202,-0.14775398,-0.16944842,0.07855532,Venda
0.035677683,0.0019268837,-0.056150153,0.038020145,-0.123056285,-0.07896902,-0.13583323,-0.15070899,0.08256074,Venda
0.041618746,0.004305993,-0.05646892,0.038589135,-0.123690724,-0.068720765,-0.13246201,-0.14320521,0.07537756,Venda
0.04184554,0.018270137,-0.056216676,0.030137563,-0.123965375,-0.062284615,-0.13403031,-0.15697065,0.04655727,Venda
0.036200482,0.011329649,-0.056809045,0.03720369,-0.119976,-0.07243222,-0.1374508,-0.16492544,0.082286306,Venda
0.038934823,0.011999973,-0.05720779,0.03682008,-0.12035997,-0.06383642,-0.1373803,-0.16329773,0.07664976,Venda
0.014613563,0.01576812,-0.0038589288,0.053941168,-0.1344425,-0.0497307,-0.015036272,-0.013013167,0.066048376,Venda
0.032762714,0.020161329,-0.0031877235,0.049453683,-0.13544688,-0.04553295,-0.018602109,-0.024892945,0.043798435,Venda
0.034097087,0.025443856,-0.0037057828,0.048342343,-0.13822922,-0.04517063,-0.017656093,-0.044430625,0.050553508,Venda
0.03460321,0.020351803,-0.0037652953,0.043637455,-0.13763236,-0.045426294,-0.019739475,-0.015018542,0.04116688,Venda
0.035081282,0.032842238,-0.004959691,0.030042225,-0.13487351,-0.051119354,-0.02149884,-0.058336426,0.056278236,Venda
0.059577476,0.06377825,-0.006441654,0.016440308,-0.10518294,-0.0640265,-0.021651935,0.016816385,0.059746273,Venda
0.102859765,0.052844126,-0.0038325572,-0.040088117,-0.039659303,-0.08657157,-0.027602434,0.3128655,0.048709437,Venda
0.00972965,0.0437681,-0.010631714,-0.02442682,-0.058875345,-0.022194287,-0.030633464,0.24769253,0.13127898,Venda
-0.075911455,-0.04273656,-0.0037901907,0.0016217879,-0.084054805,0.01183747,-0.007728718,-0.06369272,0.22510703,Venda
-0.04851801,-0.05377748,-0.0040979167,0.005173,-0.08189064,0.0058450387,-0.029190779,-0.3975661,0.291513,Venda
