DiasParaEleicaoBR,DiasParaEleicaoUSA,Selic_Delta_21d,Fed_Delta_63d,Selic_Delta_63d,Spread_BR_US,Spread_BR_US_Delta_21d,MACD_Signal,WTI_Retorno_63d_lag3,Classe
-0.04788496,-0.05080947,0.06908719,0.04509137,0.19098976,0.049276385,-0.097458676,0.24334389,-0.081964985,Venda
0.09873081,0.01520533,0.06548499,0.0039640237,0.39883128,0.08726828,0.18128125,0.027725216,-0.006607557,Venda
0.22711533,0.11247432,-0.010172951,-0.051304203,0.35805184,0.123113826,-0.016942188,-0.0039061687,-0.029710911,Venda
0.24396725,0.08429152,-0.017113648,-0.088767275,0.26408488,0.13869546,-0.028987804,-0.0085178,0.10828298,Venda
0.28293598,0.09638772,-0.019337386,-0.09507475,0.2732454,0.17065908,-0.03867586,-0.45782357,0.13687222,Venda
0.17016472,0.122261584,-0.022154303,-0.08714168,0.31285423,0.1795579,-0.027637167,-0.5059679,0.024492646,Venda
0.1951592,0.11689841,-0.014741634,-0.09511116,0.34599137,0.1888576,-0.031268045,-0.35000393,0.015202328,Venda
0.23359646,0.1851947,-0.012658166,-0.077161126,0.3033795,0.13563326,-0.02422888,-0.28022605,0.00286054,Venda
0.16794343,0.088337585,-0.008194182,-0.088047825,0.25718987,0.018531831,-0.15614612,-0.27936655,0.070805624,Venda
0.17714348,0.09800769,-0.0104264775,-0.08917416,0.25610703,0.027259905,-0.15912949,-0.30970827,0.067001104,Venda
0.24956678,0.073242396,-0.00984181,-0.08722442,0.23417364,0.018356232,-0.15531713,-0.30173117,0.07356245,Venda
0.24067356,0.07845062,-0.008974159,-0.08002067,0.23383376,0.027505696,-0.14192612,-0.30801773,0.049675204,Venda
0.23992251,0.0824792,-0.005821024,-0.08432701,0.22505166,0.04117866,-0.14123417,-0.29988706,0.048250873,Venda
0.21268135,0.11189987,0.03707631,-0.08660598,0.29043314,0.13966231,-0.05583668,-0.28291324,-0.024736725,Venda
0.20510562,0.114920534,0.044252288,-0.094034426,0.14016286,0.13406372,-0.057105906,-0.32300577,-0.039657943,Venda
0.18409814,0.118764006,0.044468418,-0.09656093,0.09805882,0.14148928,-0.05197919,-0.42158616,-0.040998954,Venda
0.21237026,0.10255698,0.04043048,-0.096575506,0.091832906,0.14426818,-0.052231275,-0.44855285,-0.05411869,Venda
0.25519428,0.2639841,0.04168673,-0.097873546,0.08910919,0.13413462,-0.04898013,-0.3159557,-0.053409796,Venda
0.25519428,0.2639841,0.04168673,-0.097873546,0.08910919,0.13413462,-0.04898013,-0.3159557,-0.053409796,Venda
0.22255698,0.2780773,0.04576919,-0.09908255,0.092125386,0.12911142,-0.047278505,-0.2933838,-0.0435703,Venda
0.55472463,0.29933894,0.04365998,-0.08753601,0.07497831,0.111634314,-0.04477189,-0.046967924,0.03290367,Venda
0.531364,0.29304352,0.04372135,-0.091187306,0.07433887,0.10854011,-0.035818893,-0.048836876,-0.03009119,Venda
0.49915367,0.2809149,0.04337382,-0.096452765,0.072974496,0.104031585,-0.036918283,-0.0643341,-0.036739677,Venda
